Operation_Type,Operation,Input_Shapes,Predicted_Latency_us,Kernel_Name,Actual_Duration_us,Error_Percentage,Model_Output
matmul,linear,"[(114, 128), (128, 128)]",0.95863,matmul_linear_42,1.271866,-24.62806616420282,496
matmul,linear,"[(116, 128), (128, 128)]",0.95935,matmul_linear_43,1.2508928,-23.30677736733316,498
matmul,linear,"[(118, 128), (128, 128)]",0.96007,matmul_linear_44,1.2680178000000002,-24.28576318092696,500
matmul,linear,"[(120, 128), (128, 128)]",0.96079,matmul_linear_45,1.2561605000000002,-23.513754810790516,502
matmul,linear,"[(122, 128), (128, 128)]",0.96151,matmul_linear_46,1.3431159,-28.411985890420908,504
matmul,linear,"[(124, 128), (128, 128)]",0.96223,matmul_linear_47,1.3471427,-28.57252613253221,506
matmul,linear,"[(126, 128), (128, 128)]",0.96295,matmul_linear_48,1.3995893,-31.197673488929933,508
matmul,linear,"[(128, 128), (128, 128)]",0.96367,matmul_linear_49,1.3191338,-26.94675854716177,510
matmul,linear,"[(130, 128), (128, 128)]",0.96439,matmul_linear_50,1.4336875,-32.733597802868466,512
matmul,linear,"[(132, 128), (128, 128)]",0.96511,matmul_linear_51,1.3681428,-29.458386946157955,514
matmul,linear,"[(134, 128), (128, 128)]",0.96583,matmul_linear_52,1.3122322,-26.39793475575435,516
matmul,linear,"[(136, 128), (128, 128)]",0.96655,matmul_linear_53,1.3323127,-27.453217251475586,518
matmul,linear,"[(138, 128), (128, 128)]",0.96727,matmul_linear_54,1.3744286,-29.623845138263267,520
matmul,linear,"[(140, 128), (128, 128)]",0.96799,matmul_linear_55,1.3592858,-28.78686733871566,522
matmul,linear,"[(142, 128), (128, 128)]",0.96871,matmul_linear_56,1.3065624,-25.85811439239335,524
matmul,linear,"[(144, 128), (128, 128)]",0.96943,matmul_linear_57,1.3459641999999998,-27.975053125484305,526
matmul,linear,"[(146, 128), (128, 128)]",0.97015,matmul_linear_58,1.395973,-30.50367019992506,528
matmul,linear,"[(148, 128), (128, 128)]",0.97087,matmul_linear_59,1.3711516,-29.193095788970368,530
matmul,linear,"[(150, 128), (128, 128)]",0.97159,matmul_linear_60,1.3404196,-27.515980816753192,532
matmul,linear,"[(152, 128), (128, 128)]",0.97231,matmul_linear_61,1.3594195999999998,-28.476093768252262,534
matmul,linear,"[(154, 128), (128, 128)]",0.97303,matmul_linear_62,1.3325803,-26.98151098286535,536
matmul,linear,"[(156, 128), (128, 128)]",0.97375,matmul_linear_63,1.3563127,-28.206084039469648,538
matmul,linear,"[(158, 128), (128, 128)]",0.97447,matmul_linear_64,1.3524284999999998,-27.94665300235833,540
matmul,linear,"[(160, 128), (128, 128)]",0.97519,matmul_linear_65,1.3503036,-27.77994519158506,542
matmul,linear,"[(162, 128), (128, 128)]",0.97591,matmul_linear_66,1.449982,-32.69502655895038,544
matmul,linear,"[(164, 128), (128, 128)]",0.97663,matmul_linear_67,1.3750446,-28.974667439877944,546
matmul,linear,"[(166, 128), (128, 128)]",0.97735,matmul_linear_68,1.4448393,-32.355799015156904,548
matmul,linear,"[(168, 128), (128, 128)]",0.97807,matmul_linear_69,1.4212947,-31.184574177332824,550
matmul,linear,"[(170, 128), (128, 128)]",0.97879,matmul_linear_70,1.3940091,-29.785967681272663,552
matmul,linear,"[(172, 128), (128, 128)]",0.97951,matmul_linear_71,1.4497055,-32.43386329154438,554
matmul,linear,"[(174, 128), (128, 128)]",0.98023,matmul_linear_72,1.3979912,-29.88296349791042,556
matmul,linear,"[(176, 128), (128, 128)]",0.98095,matmul_linear_73,1.3657411,-28.174527368327716,558
matmul,linear,"[(178, 128), (128, 128)]",0.98167,matmul_linear_74,1.4036252,-30.061814222201196,560
matmul,linear,"[(180, 128), (128, 128)]",0.98239,matmul_linear_75,1.3562858000000002,-27.56762623334993,562
matmul,linear,"[(182, 128), (128, 128)]",0.98311,matmul_linear_76,1.4447054,-31.95083232886095,564
matmul,linear,"[(184, 128), (128, 128)]",0.98383,matmul_linear_77,1.3774463,-28.575800014853574,566
matmul,linear,"[(186, 128), (128, 128)]",0.98455,matmul_linear_78,1.3517143,-27.162862743998488,568
matmul,linear,"[(188, 128), (128, 128)]",0.98527,matmul_linear_79,1.3762856,-28.410934474646822,570
matmul,linear,"[(190, 128), (128, 128)]",0.98599,matmul_linear_80,1.3682857,-27.939757025890128,572
matmul,linear,"[(192, 128), (128, 128)]",0.98671,matmul_linear_81,1.4261607,-30.81354716898313,574
matmul,linear,"[(194, 128), (128, 128)]",0.98743,matmul_linear_82,1.4177502,-30.35232864012292,576
matmul,linear,"[(196, 128), (128, 128)]",0.98815,matmul_linear_83,1.3972858,-29.280752727895752,578
matmul,linear,"[(198, 128), (128, 128)]",0.98887,matmul_linear_84,1.4158215,-30.155743502976897,580
matmul,linear,"[(200, 128), (128, 128)]",0.98959,matmul_linear_85,1.4155802,-30.09297530440168,582
matmul,linear,"[(202, 128), (128, 128)]",0.99031,matmul_linear_86,1.4842855999999998,-33.28036059906529,584
matmul,linear,"[(204, 128), (128, 128)]",0.99103,matmul_linear_87,1.4155897,-29.991720058432172,586
matmul,linear,"[(206, 128), (128, 128)]",0.99175,matmul_linear_88,1.4035714999999995,-29.340970516998944,588
matmul,linear,"[(208, 128), (128, 128)]",0.99247,matmul_linear_89,1.3517322,-26.577912400104104,590
matmul,linear,"[(210, 128), (128, 128)]",0.99319,matmul_linear_90,1.457732,-31.86744888635222,592
matmul,linear,"[(212, 128), (128, 128)]",0.99391,matmul_linear_91,1.3725624,-27.5872630635955,594
matmul,linear,"[(214, 128), (128, 128)]",0.99463,matmul_linear_92,1.4144194,-29.679273347070893,596
matmul,linear,"[(216, 128), (128, 128)]",0.99535,matmul_linear_93,1.4005625,-28.93212548529608,598
matmul,linear,"[(218, 128), (128, 128)]",0.99607,matmul_linear_94,1.3885716,-28.26657264198692,600
matmul,linear,"[(220, 128), (128, 128)]",0.99679,matmul_linear_95,1.436134,-30.592131374927405,602
matmul,linear,"[(222, 128), (128, 128)]",0.99751,matmul_linear_96,1.4148660999999998,-29.49792210019024,604
matmul,linear,"[(224, 128), (128, 128)]",0.99823,matmul_linear_97,1.4277141,-30.081940074697023,606
matmul,linear,"[(226, 128), (128, 128)]",0.99895,matmul_linear_98,1.4686785000000002,-31.983071856774654,608
matmul,linear,"[(228, 128), (128, 128)]",0.99967,matmul_linear_99,1.4807231,-32.4877149549433,610
matmul,linear,"[(230, 128), (128, 128)]",1.00039,matmul_linear_100,1.5110177,-33.793627963458,612
matmul,linear,"[(232, 128), (128, 128)]",1.0011100000000002,matmul_linear_101,1.4225624,-29.626285637804,614
matmul,linear,"[(234, 128), (128, 128)]",1.00183,matmul_linear_102,1.416259,-29.262232402406617,616
matmul,linear,"[(236, 128), (128, 128)]",1.00255,matmul_linear_103,1.4429911,-30.52278700818044,618
matmul,linear,"[(238, 128), (128, 128)]",1.00327,matmul_linear_104,1.5131785,-33.69784199286468,620
matmul,linear,"[(240, 128), (128, 128)]",1.00399,matmul_linear_105,1.4798838,-32.157511285683384,622
matmul,linear,"[(242, 128), (128, 128)]",1.00471,matmul_linear_106,1.429991,-29.740117245493156,624
matmul,linear,"[(244, 128), (128, 128)]",1.00543,matmul_linear_107,1.4279822,-29.590859045721995,626
matmul,linear,"[(246, 128), (128, 128)]",1.00615,matmul_linear_108,1.4121875,-28.75237884487717,628
matmul,linear,"[(248, 128), (128, 128)]",1.0068700000000002,matmul_linear_109,1.4725714,-31.625047179376157,630
matmul,linear,"[(250, 128), (128, 128)]",1.00759,matmul_linear_110,1.4485715,-30.442508360823066,632
matmul,linear,"[(252, 128), (128, 128)]",1.00831,matmul_linear_111,1.4048749,-28.2277731632902,634
matmul,linear,"[(254, 128), (128, 128)]",1.00903,matmul_linear_112,1.4774552,-31.7048665841103,636
matmul,linear,"[(256, 128), (128, 128)]",1.00975,matmul_linear_113,1.5339731,-34.17420422822277,638
matmul,linear,"[(258, 128), (128, 128)]",1.01047,matmul_linear_114,1.4841159,-31.914347120733627,640
matmul,linear,"[(260, 128), (128, 128)]",1.01119,matmul_linear_115,1.4234464,-28.96184921328966,642
matmul,linear,"[(262, 128), (128, 128)]",1.01191,matmul_linear_116,1.5161074,-33.25604769160812,644
matmul,linear,"[(264, 128), (128, 128)]",1.01263,matmul_linear_117,1.4714286,-31.180486773194428,646
matmul,linear,"[(266, 128), (128, 128)]",1.01335,matmul_linear_118,1.4707230999999998,-31.09851881703632,648
matmul,linear,"[(268, 128), (128, 128)]",1.01407,matmul_linear_119,1.457839,-30.44019264129989,650
matmul,linear,"[(270, 128), (128, 128)]",1.01479,matmul_linear_120,1.4685713,-30.899507569023037,652
matmul,linear,"[(272, 128), (128, 128)]",1.01551,matmul_linear_121,1.4684286000000002,-30.84376046612004,654
matmul,linear,"[(274, 128), (128, 128)]",1.01623,matmul_linear_122,1.569866,-35.26644949314146,656
matmul,linear,"[(276, 128), (128, 128)]",1.01695,matmul_linear_123,1.4478926,-29.76343687370181,658
matmul,linear,"[(278, 128), (128, 128)]",1.01767,matmul_linear_124,1.4562857,-30.118794684312284,660
matmul,linear,"[(280, 128), (128, 128)]",1.01839,matmul_linear_125,1.5090001000000002,-32.51226424703352,662
matmul,linear,"[(282, 128), (128, 128)]",1.01911,matmul_linear_126,1.5158839999999998,-32.77124107121652,664
matmul,linear,"[(284, 128), (128, 128)]",1.01983,matmul_linear_127,1.4852856,-31.33778446380952,666
matmul,linear,"[(286, 128), (128, 128)]",1.02055,matmul_linear_128,1.4584016,-30.022704308607445,668
matmul,linear,"[(288, 128), (128, 128)]",1.02127,matmul_linear_129,1.448268,-29.483355290595377,670
matmul,linear,"[(290, 128), (128, 128)]",1.0219900000000002,matmul_linear_130,1.5167411000000002,-32.619350790982054,672
matmul,linear,"[(292, 128), (128, 128)]",1.02271,matmul_linear_131,1.4729822,-30.568746859262795,674
matmul,linear,"[(294, 128), (128, 128)]",1.02343,matmul_linear_132,1.5425445,-33.6531296179786,676
matmul,linear,"[(296, 128), (128, 128)]",1.02415,matmul_linear_133,1.4787592,-30.7426117788481,678
matmul,linear,"[(298, 128), (128, 128)]",1.02487,matmul_linear_134,1.4655626,-30.069858496661965,680
matmul,linear,"[(300, 128), (128, 128)]",1.02559,matmul_linear_135,1.4840177,-30.89098600373837,682
matmul,linear,"[(302, 128), (128, 128)]",1.02631,matmul_linear_136,1.5499732,-33.785306739497166,684
matmul,linear,"[(304, 128), (128, 128)]",1.02703,matmul_linear_137,1.5316965,-32.94820481733816,686
matmul,linear,"[(306, 128), (128, 128)]",1.0277500000000002,matmul_linear_138,1.5501427,-33.69965229652727,688
matmul,linear,"[(308, 128), (128, 128)]",1.02847,matmul_linear_139,1.5315804,-32.849101490199274,690
matmul,linear,"[(310, 128), (128, 128)]",1.02919,matmul_linear_140,1.6078392999999995,-35.98924967190439,692
matmul,linear,"[(312, 128), (128, 128)]",1.02991,matmul_linear_141,1.6280091,-36.73806860170498,694
matmul,linear,"[(314, 128), (128, 128)]",1.03063,matmul_linear_142,1.5438662,-33.243567350590354,696
matmul,linear,"[(316, 128), (128, 128)]",1.03135,matmul_linear_143,1.5555267,-33.69769866373878,698
matmul,linear,"[(318, 128), (128, 128)]",1.03207,matmul_linear_144,1.5076964,-31.54656335320559,700
matmul,linear,"[(320, 128), (128, 128)]",1.03279,matmul_linear_145,1.574268,-34.39554129284213,702
matmul,linear,"[(322, 128), (128, 128)]",1.0335100000000002,matmul_linear_146,1.5411695,-32.939887533460784,704
matmul,linear,"[(324, 128), (128, 128)]",1.03423,matmul_linear_147,1.5669911,-33.99898697573968,706
matmul,linear,"[(326, 128), (128, 128)]",1.03495,matmul_linear_148,1.5314465000000002,-32.42010086542364,708
matmul,linear,"[(328, 128), (128, 128)]",1.03567,matmul_linear_149,1.5733126,-34.1726494785588,710
matmul,linear,"[(330, 128), (128, 128)]",1.03639,matmul_linear_150,1.552134,-33.228058917593465,712
matmul,linear,"[(332, 128), (128, 128)]",1.03711,matmul_linear_151,1.5672859,-33.82764433725844,714
matmul,linear,"[(334, 128), (128, 128)]",1.03783,matmul_linear_152,1.5705713,-33.9202238064582,716
matmul,linear,"[(336, 128), (128, 128)]",1.03855,matmul_linear_153,1.5940002999999998,-34.84631088212466,718
matmul,linear,"[(338, 128), (128, 128)]",1.03927,matmul_linear_154,1.5864284999999998,-34.48995652813851,720
matmul,linear,"[(340, 128), (128, 128)]",1.03999,matmul_linear_155,1.5698928,-33.75407543750759,722
matmul,linear,"[(342, 128), (128, 128)]",1.04071,matmul_linear_156,1.594,-34.7107904642409,724
matmul,linear,"[(344, 128), (128, 128)]",1.04143,matmul_linear_157,1.5341515,-32.11687372466148,726
matmul,linear,"[(346, 128), (128, 128)]",1.04215,matmul_linear_158,1.5778661,-33.95193673278106,728
matmul,linear,"[(348, 128), (128, 128)]",1.0428700000000002,matmul_linear_159,1.5707502,-33.606884150006785,730
matmul,linear,"[(350, 128), (128, 128)]",1.04359,matmul_linear_160,1.5595625,-33.08443874484029,732
matmul,linear,"[(352, 128), (128, 128)]",1.04431,matmul_linear_161,1.5892855999999995,-34.29060201640283,734
matmul,linear,"[(354, 128), (128, 128)]",1.04503,matmul_linear_162,1.6077054,-34.998663312320765,736
matmul,linear,"[(356, 128), (128, 128)]",1.04575,matmul_linear_163,1.6214286999999998,-35.50441040053133,738
matmul,linear,"[(358, 128), (128, 128)]",1.04647,matmul_linear_164,1.5868392,-34.05317942737992,740
matmul,linear,"[(360, 128), (128, 128)]",1.04719,matmul_linear_165,1.5592589,-32.840530844492854,742
matmul,linear,"[(362, 128), (128, 128)]",1.04791,matmul_linear_166,1.6071162,-34.79562958795388,744
matmul,linear,"[(364, 128), (128, 128)]",1.0486300000000002,matmul_linear_167,1.6024196,-34.55958726415977,746
matmul,linear,"[(366, 128), (128, 128)]",1.04935,matmul_linear_168,1.5892679,-33.97274304728612,748
matmul,linear,"[(368, 128), (128, 128)]",1.05007,matmul_linear_169,1.6297232,-35.56758595570095,750
matmul,linear,"[(370, 128), (128, 128)]",1.05079,matmul_linear_170,1.5899908,-33.91219622151272,752
matmul,linear,"[(372, 128), (128, 128)]",1.05151,matmul_linear_171,1.6534374999999997,-36.4046116046116,754
matmul,linear,"[(374, 128), (128, 128)]",1.05223,matmul_linear_172,1.6145807,-34.829519515500216,756
matmul,linear,"[(376, 128), (128, 128)]",1.05295,matmul_linear_173,1.6080089000000002,-34.518397255139575,758
matmul,linear,"[(378, 128), (128, 128)]",1.05367,matmul_linear_174,1.6101610000000002,-34.56120226486668,760
matmul,linear,"[(380, 128), (128, 128)]",1.0543900000000002,matmul_linear_175,1.6551338999999998,-36.29578851596234,762
matmul,linear,"[(382, 128), (128, 128)]",1.05511,matmul_linear_176,1.5907231,-33.67104557669402,764
matmul,linear,"[(384, 128), (128, 128)]",1.05583,matmul_linear_177,1.595134,-33.80932260236444,766
matmul,linear,"[(386, 128), (128, 128)]",1.05655,matmul_linear_178,1.6998571999999998,-37.84477896143275,768
matmul,linear,"[(388, 128), (128, 128)]",1.05727,matmul_linear_179,1.6450090000000004,-35.728619113937995,770
matmul,linear,"[(390, 128), (128, 128)]",1.05799,matmul_linear_180,1.6220354999999995,-34.77393065688142,772
matmul,linear,"[(392, 128), (128, 128)]",1.05871,matmul_linear_181,1.6112767,-34.2937187635122,774
matmul,linear,"[(394, 128), (128, 128)]",1.05943,matmul_linear_182,1.7310269000000005,-38.79760043012619,776
matmul,linear,"[(396, 128), (128, 128)]",1.06015,matmul_linear_183,1.6557233,-35.97058155792093,778
matmul,linear,"[(398, 128), (128, 128)]",1.06087,matmul_linear_184,1.6398479,-35.30680497868125,780
matmul,linear,"[(400, 128), (128, 128)]",1.06159,matmul_linear_185,1.6427143999999998,-35.37586326631092,782
matmul,linear,"[(402, 128), (128, 128)]",1.06231,matmul_linear_186,1.6444108,-35.39874586082747,784
matmul,linear,"[(404, 128), (128, 128)]",1.06303,matmul_linear_187,1.6282857,-34.71477394906802,786
matmul,linear,"[(406, 128), (128, 128)]",1.0637500000000002,matmul_linear_188,1.6595627999999998,-35.90179293004155,788
matmul,linear,"[(408, 128), (128, 128)]",1.06447,matmul_linear_189,1.6676073000000002,-36.16782560258642,790
matmul,linear,"[(410, 128), (128, 128)]",1.06519,matmul_linear_190,1.6747143000000002,-36.3957183622305,792
matmul,linear,"[(412, 128), (128, 128)]",1.06591,matmul_linear_191,1.6675712,-36.08009061322239,794
matmul,linear,"[(414, 128), (128, 128)]",1.06663,matmul_linear_192,1.7474020000000003,-38.95909470173436,796
matmul,linear,"[(416, 128), (128, 128)]",1.06735,matmul_linear_193,1.7341517,-38.45117471556842,798
matmul,linear,"[(418, 128), (128, 128)]",1.06807,matmul_linear_194,1.7261247999999998,-38.123245781533285,800
matmul,linear,"[(420, 128), (128, 128)]",1.06879,matmul_linear_195,1.7041515,-37.28315821686041,802
matmul,linear,"[(422, 128), (128, 128)]",1.0695100000000002,matmul_linear_196,1.7542858,-39.03444923284449,804
matmul,linear,"[(424, 128), (128, 128)]",1.07023,matmul_linear_197,1.699134,-37.013207904732646,806
matmul,linear,"[(426, 128), (128, 128)]",1.07095,matmul_linear_198,1.6868482,-36.5117738513756,808
matmul,linear,"[(428, 128), (128, 128)]",1.07167,matmul_linear_199,1.6907231,-36.6146946238565,810
matmul,linear,"[(430, 128), (128, 128)]",1.07239,matmul_linear_200,1.6305804,-34.232620482866096,812
matmul,linear,"[(432, 128), (128, 128)]",1.07311,matmul_linear_201,1.6323037,-34.257944768488855,814
matmul,linear,"[(434, 128), (128, 128)]",1.07383,matmul_linear_202,1.7264104999999996,-37.79984540177436,816
matmul,linear,"[(436, 128), (128, 128)]",1.07455,matmul_linear_203,1.7202769,-37.53621873315859,818
matmul,linear,"[(438, 128), (128, 128)]",1.0752700000000002,matmul_linear_204,1.727,-37.7376954255935,820
matmul,linear,"[(440, 128), (128, 128)]",1.07599,matmul_linear_205,1.7523124,-38.59599464113819,822
matmul,linear,"[(442, 128), (128, 128)]",1.07671,matmul_linear_206,1.7318570999999998,-37.82916615926336,824
matmul,linear,"[(444, 128), (128, 128)]",1.07743,matmul_linear_207,1.6771427999999995,-35.75800462548566,826
matmul,linear,"[(446, 128), (128, 128)]",1.07815,matmul_linear_208,1.7172858999999998,-37.21779233149238,828
matmul,linear,"[(448, 128), (128, 128)]",1.07887,matmul_linear_209,1.6723125,-35.4863400231715,830
matmul,linear,"[(450, 128), (128, 128)]",1.07959,matmul_linear_210,1.7417143,-38.01566651890037,832
matmul,linear,"[(452, 128), (128, 128)]",1.08031,matmul_linear_211,1.7191429,-37.15996500349098,834
matmul,linear,"[(454, 128), (128, 128)]",1.0810300000000002,matmul_linear_212,1.8134017,-40.38662255582973,836
matmul,linear,"[(456, 128), (128, 128)]",1.08175,matmul_linear_213,1.7240177000000003,-37.25412447911644,838
matmul,linear,"[(458, 128), (128, 128)]",1.08247,matmul_linear_214,1.6932855,-36.07280048166714,840
matmul,linear,"[(460, 128), (128, 128)]",1.08319,matmul_linear_215,1.721143,-37.06565927409866,842
matmul,linear,"[(462, 128), (128, 128)]",1.08391,matmul_linear_216,1.7068485000000002,-36.49641429804697,844
matmul,linear,"[(464, 128), (128, 128)]",1.08463,matmul_linear_217,1.7005893,-36.220344324170455,846
matmul,linear,"[(466, 128), (128, 128)]",1.08535,matmul_linear_218,1.797875,-39.63150942084405,848
matmul,linear,"[(468, 128), (128, 128)]",1.08607,matmul_linear_219,1.7010090000000002,-36.15142541867797,850
matmul,linear,"[(470, 128), (128, 128)]",1.08679,matmul_linear_220,1.6972946,-35.96927722506157,852
matmul,linear,"[(472, 128), (128, 128)]",1.08751,matmul_linear_221,1.7341159000000002,-37.28735201609074,854
matmul,linear,"[(474, 128), (128, 128)]",1.08823,matmul_linear_222,1.7453213,-37.64872977829354,856
matmul,linear,"[(476, 128), (128, 128)]",1.08895,matmul_linear_223,1.7785894000000002,-38.774514230209626,858
matmul,linear,"[(478, 128), (128, 128)]",1.08967,matmul_linear_224,1.7164552,-36.51625745897707,860
matmul,linear,"[(480, 128), (128, 128)]",1.0903900000000002,matmul_linear_225,1.715866,-36.45249687329896,862
matmul,linear,"[(482, 128), (128, 128)]",1.09111,matmul_linear_226,1.7657233,-38.20605980563319,864
matmul,linear,"[(484, 128), (128, 128)]",1.09183,matmul_linear_227,1.7614375,-38.01483163609268,866
matmul,linear,"[(486, 128), (128, 128)]",1.09255,matmul_linear_228,1.7979999999999996,-39.23526140155727,868
matmul,linear,"[(488, 128), (128, 128)]",1.09327,matmul_linear_229,1.7734466000000002,-38.35337359467154,870
matmul,linear,"[(490, 128), (128, 128)]",1.09399,matmul_linear_230,1.7235356,-36.52640537276978,872
matmul,linear,"[(492, 128), (128, 128)]",1.09471,matmul_linear_231,1.7608751000000002,-37.83147935932538,874
matmul,linear,"[(494, 128), (128, 128)]",1.09543,matmul_linear_232,1.7939909000000005,-38.93893218744866,876
matmul,linear,"[(496, 128), (128, 128)]",1.0961500000000002,matmul_linear_233,1.8288484,-40.063375400607285,878
matmul,linear,"[(498, 128), (128, 128)]",1.09687,matmul_linear_234,1.7614019000000003,-37.72744312357107,880
matmul,linear,"[(500, 128), (128, 128)]",1.09759,matmul_linear_235,1.7724105,-38.0736008955036,882
matmul,linear,"[(502, 128), (128, 128)]",1.09831,matmul_linear_236,1.7714196999999998,-37.99831852383711,884
matmul,linear,"[(504, 128), (128, 128)]",1.09903,matmul_linear_237,1.7901429999999998,-38.60658059160637,886
matmul,linear,"[(506, 128), (128, 128)]",1.09975,matmul_linear_238,1.8096072,-39.22714277440982,888
matmul,linear,"[(508, 128), (128, 128)]",1.10047,matmul_linear_239,1.7675536,-37.74050190047985,890
matmul,linear,"[(510, 128), (128, 128)]",1.10119,matmul_linear_240,1.785884,-38.33922024050834,892
matmul,linear,"[(512, 128), (128, 128)]",1.1019100000000002,matmul_linear_241,1.7877231999999998,-38.36238182734328,894
matmul,linear,"[(514, 128), (128, 128)]",1.10263,matmul_linear_242,1.8749913,-41.192793801229904,896
matmul,linear,"[(516, 128), (128, 128)]",1.10335,matmul_linear_243,1.8264198,-39.589463495741775,898
matmul,linear,"[(518, 128), (128, 128)]",1.10407,matmul_linear_244,1.8047051,-38.82269186250984,900
matmul,linear,"[(520, 128), (128, 128)]",1.10479,matmul_linear_245,1.7995536,-38.60755245078557,902
matmul,linear,"[(522, 128), (128, 128)]",1.10551,matmul_linear_246,1.8114197,-38.96996924566957,904
matmul,linear,"[(524, 128), (128, 128)]",1.10623,matmul_linear_247,1.7992949,-38.51869418403842,906
matmul,linear,"[(526, 128), (128, 128)]",1.10695,matmul_linear_248,1.8871429,-41.34254485974538,908
matmul,linear,"[(528, 128), (128, 128)]",1.1076700000000002,matmul_linear_249,1.7638842,-37.20279369813505,910
matmul,linear,"[(530, 128), (128, 128)]",1.10839,matmul_linear_250,1.8424641,-39.84197575410017,912
matmul,linear,"[(532, 128), (128, 128)]",1.10911,matmul_linear_251,1.8501339,-40.05244701478093,914
matmul,linear,"[(534, 128), (128, 128)]",1.10983,matmul_linear_252,1.8228303,-39.11501251652444,916
