Operation_Type,Operation,Input_Shapes,Predicted_result,Kernel_Name,Actual_Duration_us,Error_Percentage
matmul,linear,"[(128, 1152), (1152, 512)]",8046,matmul_linear_2097,5.1008752,157637.6368667087
matmul,linear,"[(256, 1152), (1152, 512)]",16092,matmul_linear_2098,7.5925714,211844.00621639198
matmul,linear,"[(384, 1152), (1152, 512)]",24138,matmul_linear_2099,8.953874899999999,269481.6087401445
matmul,linear,"[(512, 1152), (1152, 512)]",32184,matmul_linear_2100,10.6199909,302951.1071341878
matmul,linear,"[(640, 1152), (1152, 512)]",36792,matmul_linear_2101,17.031115900000003,215928.12297225924
matmul,linear,"[(768, 1152), (1152, 512)]",41400,matmul_linear_2102,19.716107299999997,209880.59794490976
matmul,linear,"[(896, 1152), (1152, 512)]",46008,matmul_linear_2103,22.3396964,205847.29299902215
matmul,linear,"[(1024, 1152), (1152, 512)]",50616,matmul_linear_2104,24.960116199999995,202687.51747157334
matmul,linear,"[(1152, 1152), (1152, 512)]",55224,matmul_linear_2105,22.466428399999998,245706.76116725345
matmul,linear,"[(1280, 1152), (1152, 512)]",59832,matmul_linear_2106,24.132151600000004,247834.79251970217
matmul,linear,"[(1408, 1152), (1152, 512)]",64440,matmul_linear_2107,25.5814374,251801.40410171013
matmul,linear,"[(1536, 1152), (1152, 512)]",69048,matmul_linear_2108,27.0370091,255283.27758302234
matmul,linear,"[(1664, 1152), (1152, 512)]",73656,matmul_linear_2109,28.7484196,256108.86652148352
matmul,linear,"[(1792, 1152), (1152, 512)]",78264,matmul_linear_2110,30.233741399999996,258763.09922595293
matmul,linear,"[(1920, 1152), (1152, 512)]",82872,matmul_linear_2111,31.6301606,261903.0958679356
matmul,linear,"[(2048, 1152), (1152, 512)]",87480,matmul_linear_2112,35.1325802,248899.6450644977
matmul,linear,"[(128, 1152), (1152, 640)]",9198,matmul_linear_2113,7.343125000000001,125160.02212954295
matmul,linear,"[(256, 1152), (1152, 640)]",18396,matmul_linear_2114,9.0401341,203392.55659824781
matmul,linear,"[(384, 1152), (1152, 640)]",27594,matmul_linear_2115,15.2689822,180619.31474253733
matmul,linear,"[(512, 1152), (1152, 640)]",36792,matmul_linear_2116,16.7272677,219852.24001825476
matmul,linear,"[(640, 1152), (1152, 640)]",45990,matmul_linear_2117,15.051142800000003,305458.19322902174
matmul,linear,"[(768, 1152), (1152, 640)]",51750,matmul_linear_2118,28.474821300000002,181639.50752765566
matmul,linear,"[(896, 1152), (1152, 640)]",57510,matmul_linear_2119,32.388268100000005,177464.29526406195
matmul,linear,"[(1024, 1152), (1152, 640)]",63270,matmul_linear_2120,36.2730089,174327.21714767918
matmul,linear,"[(1152, 1152), (1152, 640)]",69030,matmul_linear_2121,20.877821499999996,330537.94515150925
matmul,linear,"[(1280, 1152), (1152, 640)]",74790,matmul_linear_2122,22.400428400000003,333777.54316341557
matmul,linear,"[(1408, 1152), (1152, 640)]",80550,matmul_linear_2123,27.5817142,291941.3119210698
matmul,linear,"[(1536, 1152), (1152, 640)]",86310,matmul_linear_2124,28.7807055,299788.4096152542
matmul,linear,"[(1664, 1152), (1152, 640)]",92070,matmul_linear_2125,30.046017800000005,306329.9589145553
matmul,linear,"[(1792, 1152), (1152, 640)]",97830,matmul_linear_2126,31.1404196,314057.616553118
matmul,linear,"[(1920, 1152), (1152, 640)]",103590,matmul_linear_2127,32.363991,319977.9533031016
matmul,linear,"[(2048, 1152), (1152, 640)]",109350,matmul_linear_2128,33.5817233,325523.5513083392
matmul,linear,"[(128, 1152), (1152, 768)]",10350,matmul_linear_2129,6.4021425999999995,161564.62771385317
matmul,linear,"[(256, 1152), (1152, 768)]",20700,matmul_linear_2130,10.4688303,197629.82660727625
matmul,linear,"[(384, 1152), (1152, 768)]",31050,matmul_linear_2131,17.664990999999997,175671.38873153122
matmul,linear,"[(512, 1152), (1152, 768)]",41400,matmul_linear_2132,19.365723,213679.77987189015
matmul,linear,"[(640, 1152), (1152, 768)]",51750,matmul_linear_2133,20.8596876,247986.16980438383
matmul,linear,"[(768, 1152), (1152, 768)]",62100,matmul_linear_2134,28.622160800000007,216864.75131255633
matmul,linear,"[(896, 1152), (1152, 768)]",69012,matmul_linear_2135,32.605303500000005,211558.81802020335
matmul,linear,"[(1024, 1152), (1152, 768)]",75924,matmul_linear_2136,36.4770177,208042.01595214295
matmul,linear,"[(1152, 1152), (1152, 768)]",82836,matmul_linear_2137,40.464178600000004,204614.3989227054
matmul,linear,"[(1280, 1152), (1152, 768)]",89748,matmul_linear_2138,44.434393,201878.67899309436
matmul,linear,"[(1408, 1152), (1152, 768)]",96660,matmul_linear_2139,32.3161339,299007.56125441106
matmul,linear,"[(1536, 1152), (1152, 768)]",103572,matmul_linear_2140,34.26829449999999,302138.56048628286
matmul,linear,"[(1664, 1152), (1152, 768)]",110484,matmul_linear_2141,35.969562399999994,307059.70011356054
matmul,linear,"[(1792, 1152), (1152, 768)]",117396,matmul_linear_2142,37.69200909999999,311361.2428553192
matmul,linear,"[(1920, 1152), (1152, 768)]",124308,matmul_linear_2143,39.785857,312342.68534921843
matmul,linear,"[(2048, 1152), (1152, 768)]",131220,matmul_linear_2144,44.603589400000004,294091.5701519752
matmul,linear,"[(128, 1152), (1152, 896)]",11502,matmul_linear_2145,9.704125,118426.91510053714
matmul,linear,"[(256, 1152), (1152, 896)]",23004,matmul_linear_2146,11.7458484,195747.92189212996
matmul,linear,"[(384, 1152), (1152, 896)]",34506,matmul_linear_2147,20.3276964,169648.69813581038
matmul,linear,"[(512, 1152), (1152, 896)]",46008,matmul_linear_2148,21.914696499999998,209841.30582643478
matmul,linear,"[(640, 1152), (1152, 896)]",57510,matmul_linear_2149,23.5280268,244331.88750533044
matmul,linear,"[(768, 1152), (1152, 896)]",69012,matmul_linear_2150,25.1105893,274732.25971124455
matmul,linear,"[(896, 1152), (1152, 896)]",80514,matmul_linear_2151,42.6428482,188710.0898476101
matmul,linear,"[(1024, 1152), (1152, 896)]",88578,matmul_linear_2152,35.1414017,251961.65865603476
matmul,linear,"[(1152, 1152), (1152, 896)]",96642,matmul_linear_2153,38.1645716,253124.3804880021
matmul,linear,"[(1280, 1152), (1152, 896)]",104706,matmul_linear_2154,41.2611073,253664.39667192352
matmul,linear,"[(1408, 1152), (1152, 896)]",112770,matmul_linear_2155,44.297553699999995,254473.87729291248
matmul,linear,"[(1536, 1152), (1152, 896)]",120834,matmul_linear_2156,47.301893099999994,255352.77806228018
matmul,linear,"[(1664, 1152), (1152, 896)]",128898,matmul_linear_2157,50.395115999999994,255674.78579471871
matmul,linear,"[(1792, 1152), (1152, 896)]",136962,matmul_linear_2158,53.417258700000005,256300.2783617198
matmul,linear,"[(1920, 1152), (1152, 896)]",145026,matmul_linear_2159,56.5557232,256330.28113554383
matmul,linear,"[(2048, 1152), (1152, 896)]",153090,matmul_linear_2160,59.6472766,256558.826230467
matmul,linear,"[(128, 1152), (1152, 1024)]",12654,matmul_linear_2161,9.178009,137773.0397845546
matmul,linear,"[(256, 1152), (1152, 1024)]",25308,matmul_linear_2162,12.9812589,194857.97899847757
matmul,linear,"[(384, 1152), (1152, 1024)]",37962,matmul_linear_2163,22.6675982,167372.52913632462
matmul,linear,"[(512, 1152), (1152, 1024)]",50616,matmul_linear_2164,24.486125,206612.9854152096
matmul,linear,"[(640, 1152), (1152, 1024)]",63270,matmul_linear_2165,26.194428700000003,241439.91188210185
matmul,linear,"[(768, 1152), (1152, 1024)]",75924,matmul_linear_2166,27.9143035,271889.59128605877
matmul,linear,"[(896, 1152), (1152, 1024)]",88578,matmul_linear_2167,29.666419700000006,298480.0136846307
matmul,linear,"[(1024, 1152), (1152, 1024)]",101232,matmul_linear_2168,35.22884810000001,287255.4074565384
matmul,linear,"[(1152, 1152), (1152, 1024)]",110448,matmul_linear_2169,38.3124464,288182.2956458348
matmul,linear,"[(1280, 1152), (1152, 1024)]",119664,matmul_linear_2170,41.38313409999999,289061.279353175
matmul,linear,"[(1408, 1152), (1152, 1024)]",128880,matmul_linear_2171,44.4598303,289779.6489558351
matmul,linear,"[(1536, 1152), (1152, 1024)]",138096,matmul_linear_2172,47.5164283,290527.90479140455
matmul,linear,"[(1664, 1152), (1152, 1024)]",147312,matmul_linear_2173,50.573848,291180.9798455518
matmul,linear,"[(1792, 1152), (1152, 1024)]",156528,matmul_linear_2174,53.560705500000005,292144.0967473814
matmul,linear,"[(1920, 1152), (1152, 1024)]",165744,matmul_linear_2175,56.7304462,292060.5788462844
matmul,linear,"[(2048, 1152), (1152, 1024)]",174960,matmul_linear_2176,59.7937054,292506.05080346804
matmul,linear,"[(128, 1152), (1152, 1152)]",13806,matmul_linear_2177,9.0201427,152957.44553243046
matmul,linear,"[(256, 1152), (1152, 1152)]",27612,matmul_linear_2178,14.419705299999999,191387.9633497087
matmul,linear,"[(384, 1152), (1152, 1152)]",41418,matmul_linear_2179,25.323437700000003,163455.99303170436
matmul,linear,"[(512, 1152), (1152, 1152)]",55224,matmul_linear_2180,27.257124800000003,202503.9078046852
matmul,linear,"[(640, 1152), (1152, 1152)]",69030,matmul_linear_2181,29.149687600000004,236712.1434001234
matmul,linear,"[(768, 1152), (1152, 1152)]",82836,matmul_linear_2182,30.9994463,267117.6760782982
matmul,linear,"[(896, 1152), (1152, 1152)]",96642,matmul_linear_2183,33.0122946,292645.47913431015
matmul,linear,"[(1024, 1152), (1152, 1152)]",110448,matmul_linear_2184,34.842294700000004,316894.0468932432
matmul,linear,"[(1152, 1152), (1152, 1152)]",124254,matmul_linear_2185,65.91432119999999,188408.35105012052
matmul,linear,"[(1280, 1152), (1152, 1152)]",134622,matmul_linear_2186,72.3555535,185956.2092168917
matmul,linear,"[(1408, 1152), (1152, 1152)]",144990,matmul_linear_2187,78.87228569999999,183728.83000435223
matmul,linear,"[(1536, 1152), (1152, 1152)]",155358,matmul_linear_2188,85.41458939999998,181786.95993427094
matmul,linear,"[(1664, 1152), (1152, 1152)]",165726,matmul_linear_2189,50.0305447,331149.6415814557
matmul,linear,"[(1792, 1152), (1152, 1152)]",176094,matmul_linear_2190,52.1769642,337393.7631959814
matmul,linear,"[(1920, 1152), (1152, 1152)]",186462,matmul_linear_2191,54.616294700000005,341303.60678843333
matmul,linear,"[(2048, 1152), (1152, 1152)]",196830,matmul_linear_2192,61.622866099999996,319310.6546108864
matmul,linear,"[(128, 1152), (1152, 1280)]",14958,matmul_linear_2193,9.1223037,163871.7388492558
matmul,linear,"[(256, 1152), (1152, 1280)]",29916,matmul_linear_2194,16.6122769,179983.68256852255
matmul,linear,"[(384, 1152), (1152, 1280)]",44874,matmul_linear_2195,19.3361429,231973.17111832064
matmul,linear,"[(512, 1152), (1152, 1280)]",59832,matmul_linear_2196,22.1335624,270222.50352975266
matmul,linear,"[(640, 1152), (1152, 1280)]",74790,matmul_linear_2197,24.8045358,301417.43456533464
matmul,linear,"[(768, 1152), (1152, 1280)]",89748,matmul_linear_2198,33.9218658,264472.7110918527
matmul,linear,"[(896, 1152), (1152, 1280)]",104706,matmul_linear_2199,39.4257233,265477.87970880425
matmul,linear,"[(1024, 1152), (1152, 1280)]",119664,matmul_linear_2200,41.721553500000006,286715.78215921414
matmul,linear,"[(1152, 1152), (1152, 1280)]",134622,matmul_linear_2201,44.224312399999995,304307.22013351193
matmul,linear,"[(1280, 1152), (1152, 1280)]",149580,matmul_linear_2202,72.5543127,206062.7964398042
matmul,linear,"[(1408, 1152), (1152, 1280)]",161100,matmul_linear_2203,79.1480089,203442.70718741987
matmul,linear,"[(1536, 1152), (1152, 1280)]",172620,matmul_linear_2204,85.654714,201430.06406629295
matmul,linear,"[(1664, 1152), (1152, 1280)]",184140,matmul_linear_2205,50.7089018,363031.50840115413
matmul,linear,"[(1792, 1152), (1152, 1280)]",195660,matmul_linear_2206,52.875848,369936.6186089347
matmul,linear,"[(1920, 1152), (1152, 1280)]",207180,matmul_linear_2207,55.1565981,375521.4254265257
matmul,linear,"[(2048, 1152), (1152, 1280)]",218700,matmul_linear_2208,62.1841338,351597.42928862665
matmul,linear,"[(128, 1152), (1152, 1408)]",16110,matmul_linear_2209,11.7572855,136921.42386522808
matmul,linear,"[(256, 1152), (1152, 1408)]",32220,matmul_linear_2210,19.4190982,165819.13624495704
matmul,linear,"[(384, 1152), (1152, 1408)]",48330,matmul_linear_2211,22.188268,217717.81254850535
matmul,linear,"[(512, 1152), (1152, 1408)]",64440,matmul_linear_2212,32.6227052,197431.1354620585
matmul,linear,"[(640, 1152), (1152, 1408)]",80550,matmul_linear_2213,34.7154375,231929.3385327493
matmul,linear,"[(768, 1152), (1152, 1408)]",96660,matmul_linear_2214,36.71099100000001,263199.8929394196
matmul,linear,"[(896, 1152), (1152, 1408)]",112770,matmul_linear_2215,38.8219914,290379.68930310983
matmul,linear,"[(1024, 1152), (1152, 1408)]",128880,matmul_linear_2216,40.8690002,315249.04051800125
matmul,linear,"[(1152, 1152), (1152, 1408)]",144990,matmul_linear_2217,53.844991099999994,269172.95749891957
matmul,linear,"[(1280, 1152), (1152, 1408)]",161100,matmul_linear_2218,56.2010091,286549.65732795
matmul,linear,"[(1408, 1152), (1152, 1408)]",177210,matmul_linear_2219,65.0766876,272209.4959737932
matmul,linear,"[(1536, 1152), (1152, 1408)]",189882,matmul_linear_2220,69.66899989999999,272448.7667004677
matmul,linear,"[(1664, 1152), (1152, 1408)]",202554,matmul_linear_2221,74.23627680000001,272750.42937390413
matmul,linear,"[(1792, 1152), (1152, 1408)]",215226,matmul_linear_2222,78.78997329999999,273064.1996888455
matmul,linear,"[(1920, 1152), (1152, 1408)]",227898,matmul_linear_2223,83.35131240000001,273318.6102629381
matmul,linear,"[(2048, 1152), (1152, 1408)]",240570,matmul_linear_2224,87.95628580000002,273410.86714486976
matmul,linear,"[(128, 1152), (1152, 1536)]",17262,matmul_linear_2225,11.7527052,146776.82287819148
matmul,linear,"[(256, 1152), (1152, 1536)]",34524,matmul_linear_2226,19.3974373,177882.27397801666
matmul,linear,"[(384, 1152), (1152, 1536)]",51786,matmul_linear_2227,22.2908482,232219.55794306655
matmul,linear,"[(512, 1152), (1152, 1536)]",69048,matmul_linear_2228,25.3125626,272681.54760988127
matmul,linear,"[(640, 1152), (1152, 1536)]",86310,matmul_linear_2229,39.9841784,215760.381415265
matmul,linear,"[(768, 1152), (1152, 1536)]",103572,matmul_linear_2230,42.4365536,243963.17481917285
matmul,linear,"[(896, 1152), (1152, 1536)]",120834,matmul_linear_2231,45.262696600000005,266861.557920082
matmul,linear,"[(1024, 1152), (1152, 1536)]",138096,matmul_linear_2232,48.0501341,287299.82226189045
matmul,linear,"[(1152, 1152), (1152, 1536)]",155358,matmul_linear_2233,50.7597234,305965.4975909502
matmul,linear,"[(1280, 1152), (1152, 1536)]",172620,matmul_linear_2234,53.380133799999996,323278.7323328141
matmul,linear,"[(1408, 1152), (1152, 1536)]",189882,matmul_linear_2235,56.1814466,337879.90527356765
matmul,linear,"[(1536, 1152), (1152, 1536)]",207144,matmul_linear_2236,69.7290268,296969.971439785
matmul,linear,"[(1664, 1152), (1152, 1536)]",220968,matmul_linear_2237,74.43940180000001,296742.7938119191
matmul,linear,"[(1792, 1152), (1152, 1536)]",234792,matmul_linear_2238,79.0254465,297009.3621090771
matmul,linear,"[(1920, 1152), (1152, 1536)]",248616,matmul_linear_2239,83.5146073,297591.63507759204
matmul,linear,"[(2048, 1152), (1152, 1536)]",262440,matmul_linear_2240,88.2072858,297426.4431047713
matmul,linear,"[(128, 1152), (1152, 1664)]",18414,matmul_linear_2241,11.7944376,156024.4429323192
matmul,linear,"[(256, 1152), (1152, 1664)]",36828,matmul_linear_2242,21.9200177,167910.81323944367
matmul,linear,"[(384, 1152), (1152, 1664)]",55242,matmul_linear_2243,25.1369731,219663.93012888258
matmul,linear,"[(512, 1152), (1152, 1664)]",73656,matmul_linear_2244,37.871116,194391.23178730728
matmul,linear,"[(640, 1152), (1152, 1664)]",92070,matmul_linear_2245,40.280821700000004,228470.3124075048
matmul,linear,"[(768, 1152), (1152, 1664)]",110484,matmul_linear_2246,42.6355803,259035.67781320898
matmul,linear,"[(896, 1152), (1152, 1664)]",128898,matmul_linear_2247,45.1022947,285690.33696039417
matmul,linear,"[(1024, 1152), (1152, 1664)]",147312,matmul_linear_2248,47.5112767,309956.91749807255
matmul,linear,"[(1152, 1152), (1152, 1664)]",165726,matmul_linear_2249,62.499303600000005,265064.5545695328
matmul,linear,"[(1280, 1152), (1152, 1664)]",184140,matmul_linear_2250,65.1675714,282463.85199587164
matmul,linear,"[(1408, 1152), (1152, 1664)]",202554,matmul_linear_2251,80.29714319999998,252155.54973417788
matmul,linear,"[(1536, 1152), (1152, 1664)]",220968,matmul_linear_2252,69.5295982,317704.2239858651
matmul,linear,"[(1664, 1152), (1152, 1664)]",239382,matmul_linear_2253,127.9582948,186978.1416508842
matmul,linear,"[(1792, 1152), (1152, 1664)]",254358,matmul_linear_2254,68.29870529999998,372319.94395463314
matmul,linear,"[(1920, 1152), (1152, 1664)]",269334,matmul_linear_2255,71.49656239999999,376609.02062838204
matmul,linear,"[(2048, 1152), (1152, 1664)]",284310,matmul_linear_2256,80.546991,352874.07944140333
matmul,linear,"[(128, 1152), (1152, 1792)]",19566,matmul_linear_2257,11.719187299999998,166856.9697891935
matmul,linear,"[(256, 1152), (1152, 1792)]",39132,matmul_linear_2258,21.9802856,177932.2636026167
matmul,linear,"[(384, 1152), (1152, 1792)]",58698,matmul_linear_2259,25.180125300000004,233012.42220069488
matmul,linear,"[(512, 1152), (1152, 1792)]",78264,matmul_linear_2260,28.2111429,277322.2947202894
matmul,linear,"[(640, 1152), (1152, 1792)]",97830,matmul_linear_2261,45.3895894,215434.00524923013
matmul,linear,"[(768, 1152), (1152, 1792)]",117396,matmul_linear_2262,48.2007234,243456.51060622878
matmul,linear,"[(896, 1152), (1152, 1792)]",136962,matmul_linear_2263,51.1101428,267874.2072643945
matmul,linear,"[(1024, 1152), (1152, 1792)]",156528,matmul_linear_2264,53.9224285,290183.6618347039
matmul,linear,"[(1152, 1152), (1152, 1792)]",176094,matmul_linear_2265,56.871714399999995,309533.71134104586
matmul,linear,"[(1280, 1152), (1152, 1792)]",195660,matmul_linear_2266,59.77198219999999,327244.004328503
matmul,linear,"[(1408, 1152), (1152, 1792)]",215226,matmul_linear_2267,62.6771964,343288.04599115736
matmul,linear,"[(1536, 1152), (1152, 1792)]",234792,matmul_linear_2268,65.9963121,355665.33374203497
matmul,linear,"[(1664, 1152), (1152, 1792)]",254358,matmul_linear_2269,68.94243730000001,368842.57000687724
matmul,linear,"[(1792, 1152), (1152, 1792)]",273924,matmul_linear_2270,68.9257232,397319.1162349676
matmul,linear,"[(1920, 1152), (1152, 1792)]",290052,matmul_linear_2271,72.16972319999999,401802.6083780242
matmul,linear,"[(2048, 1152), (1152, 1792)]",306180,matmul_linear_2272,81.15656249999999,377170.78447907406
matmul,linear,"[(128, 1152), (1152, 1920)]",20718,matmul_linear_2273,14.4291426,143484.41505734372
matmul,linear,"[(256, 1152), (1152, 1920)]",41436,matmul_linear_2274,24.2398393,170841.72732407515
matmul,linear,"[(384, 1152), (1152, 1920)]",62154,matmul_linear_2275,28.081160699999998,221237.00477701408
matmul,linear,"[(512, 1152), (1152, 1920)]",82872,matmul_linear_2276,31.903017900000002,259662.2590432111
matmul,linear,"[(640, 1152), (1152, 1920)]",103590,matmul_linear_2277,35.707294700000006,290008.7883311417
matmul,linear,"[(768, 1152), (1152, 1920)]",124308,matmul_linear_2278,39.6503215,313410.69877201377
matmul,linear,"[(896, 1152), (1152, 1920)]",145026,matmul_linear_2279,43.5561605,332863.2326063267
matmul,linear,"[(1024, 1152), (1152, 1920)]",165744,matmul_linear_2280,47.5734466,348296.03149543516
matmul,linear,"[(1152, 1152), (1152, 1920)]",186462,matmul_linear_2281,64.9705447,286894.669447492
matmul,linear,"[(1280, 1152), (1152, 1920)]",207180,matmul_linear_2282,68.47931259999999,302443.924776488
matmul,linear,"[(1408, 1152), (1152, 1920)]",227898,matmul_linear_2283,72.19628559999998,315564.4391134716
matmul,linear,"[(1536, 1152), (1152, 1920)]",248616,matmul_linear_2284,75.8085802,327852.3232648539
matmul,linear,"[(1664, 1152), (1152, 1920)]",269334,matmul_linear_2285,79.65900909999999,338008.64965931396
matmul,linear,"[(1792, 1152), (1152, 1920)]",290052,matmul_linear_2286,83.251857,348303.0392258998
matmul,linear,"[(1920, 1152), (1152, 1920)]",310770,matmul_linear_2287,110.26916080000001,281728.5708763642
matmul,linear,"[(2048, 1152), (1152, 1920)]",328050,matmul_linear_2288,116.24142849999998,282114.3569923524
matmul,linear,"[(128, 1152), (1152, 2048)]",21870,matmul_linear_2289,14.474142699999998,150997.031812461
matmul,linear,"[(256, 1152), (1152, 2048)]",43740,matmul_linear_2290,19.1804375,227944.8503846693
matmul,linear,"[(384, 1152), (1152, 2048)]",65610,matmul_linear_2291,27.9104555,234973.19685269918
matmul,linear,"[(512, 1152), (1152, 2048)]",87480,matmul_linear_2292,31.547999800000003,277191.74766889657
matmul,linear,"[(640, 1152), (1152, 2048)]",109350,matmul_linear_2293,50.5918215,216041.65443717025
matmul,linear,"[(768, 1152), (1152, 2048)]",131220,matmul_linear_2294,53.8432855,243607.26782636615
matmul,linear,"[(896, 1152), (1152, 2048)]",153090,matmul_linear_2295,57.035018,268314.0469632183
matmul,linear,"[(1024, 1152), (1152, 2048)]",174960,matmul_linear_2296,60.493446399999996,289121.4122553282
matmul,linear,"[(1152, 1152), (1152, 2048)]",196830,matmul_linear_2297,63.5751338,309502.179712597
matmul,linear,"[(1280, 1152), (1152, 2048)]",218700,matmul_linear_2298,66.91915149999998,326712.27286631096
matmul,linear,"[(1408, 1152), (1152, 2048)]",240570,matmul_linear_2299,70.0868485,343145.5662491373
matmul,linear,"[(1536, 1152), (1152, 2048)]",262440,matmul_linear_2300,73.34226790000001,357729.1311605323
matmul,linear,"[(1664, 1152), (1152, 2048)]",284310,matmul_linear_2301,76.6905537,370623.62407522945
matmul,linear,"[(1792, 1152), (1152, 2048)]",306180,matmul_linear_2302,80.5854555,379844.49258898833
matmul,linear,"[(1920, 1152), (1152, 2048)]",328050,matmul_linear_2303,98.7687143,332039.5872417466
matmul,linear,"[(2048, 1152), (1152, 2048)]",349920,matmul_linear_2304,116.55012529999999,300131.3374604326
matmul,linear,"[(128, 1280), (1280, 128)]",5100,matmul_linear_2305,3.2194463,158312.3332015198
matmul,linear,"[(256, 1280), (1280, 128)]",6380,matmul_linear_2306,4.133553699999999,154246.60979486007
matmul,linear,"[(384, 1280), (1280, 128)]",7660,matmul_linear_2307,5.0206073,152471.18396812276
matmul,linear,"[(512, 1280), (1280, 128)]",8940,matmul_linear_2308,5.7890001,154330.81439919132
matmul,linear,"[(640, 1280), (1280, 128)]",10220,matmul_linear_2309,6.4207144,159072.31889336178
matmul,linear,"[(768, 1280), (1280, 128)]",11500,matmul_linear_2310,7.2001518,159618.8548163665
matmul,linear,"[(896, 1280), (1280, 128)]",12780,matmul_linear_2311,9.109749699999998,140189.2551482507
matmul,linear,"[(1024, 1280), (1280, 128)]",14060,matmul_linear_2312,9.881133899999998,142191.3619255782
matmul,linear,"[(1152, 1280), (1280, 128)]",15340,matmul_linear_2313,10.592267900000001,144722.62103661482
matmul,linear,"[(1280, 1280), (1280, 128)]",16620,matmul_linear_2314,11.360401799999998,146197.64239500754
matmul,linear,"[(1408, 1280), (1280, 128)]",17900,matmul_linear_2315,12.0825447,148047.60006639993
matmul,linear,"[(1536, 1280), (1280, 128)]",19180,matmul_linear_2316,12.815249900000001,149565.43883003015
matmul,linear,"[(1664, 1280), (1280, 128)]",20460,matmul_linear_2317,13.631991,149988.12725888685
matmul,linear,"[(1792, 1280), (1280, 128)]",21740,matmul_linear_2318,14.2112857,152877.0103770414
matmul,linear,"[(1920, 1280), (1280, 128)]",23020,matmul_linear_2319,15.0866071,152485.66652802937
matmul,linear,"[(2048, 1280), (1280, 128)]",24300,matmul_linear_2320,15.732740999999999,154354.96751011157
matmul,linear,"[(128, 1280), (1280, 256)]",6380,matmul_linear_2321,3.8884108,163977.31405334026
matmul,linear,"[(256, 1280), (1280, 256)]",12760,matmul_linear_2322,5.7641517,221268.21971566087
matmul,linear,"[(384, 1280), (1280, 256)]",15320,matmul_linear_2323,7.2254019,211929.72806260095
matmul,linear,"[(512, 1280), (1280, 256)]",17880,matmul_linear_2324,9.790616199999999,182523.84751635962
matmul,linear,"[(640, 1280), (1280, 256)]",20440,matmul_linear_2325,11.353133900000001,179938.3945088501
matmul,linear,"[(768, 1280), (1280, 256)]",23000,matmul_linear_2326,12.7499909,180292.28561331757
matmul,linear,"[(896, 1280), (1280, 256)]",25560,matmul_linear_2327,14.181455500000002,180135.37851950387
matmul,linear,"[(1024, 1280), (1280, 256)]",28120,matmul_linear_2328,15.668401900000001,179369.48373847877
matmul,linear,"[(1152, 1280), (1280, 256)]",30680,matmul_linear_2329,17.1204195,179101.21641879162
matmul,linear,"[(1280, 1280), (1280, 256)]",33240,matmul_linear_2330,18.5972946,178635.67481153953
matmul,linear,"[(1408, 1280), (1280, 256)]",35800,matmul_linear_2331,21.312437499999998,167877.03219071028
matmul,linear,"[(1536, 1280), (1280, 256)]",38360,matmul_linear_2332,22.603285600000003,169609.84076757403
matmul,linear,"[(1664, 1280), (1280, 256)]",40920,matmul_linear_2333,24.4107143,167531.30933862104
matmul,linear,"[(1792, 1280), (1280, 256)]",43480,matmul_linear_2334,25.614419700000003,169648.1360469782
matmul,linear,"[(1920, 1280), (1280, 256)]",46040,matmul_linear_2335,26.9845893,170515.90038726287
matmul,linear,"[(2048, 1280), (1280, 256)]",48600,matmul_linear_2336,29.5785804,164208.08829486626
matmul,linear,"[(128, 1280), (1280, 384)]",7660,matmul_linear_2337,4.7340002,161708.18919272543
matmul,linear,"[(256, 1280), (1280, 384)]",15320,matmul_linear_2338,7.0214018,218090.04860254546
matmul,linear,"[(384, 1280), (1280, 384)]",22980,matmul_linear_2339,9.1037321,252323.94819592722
matmul,linear,"[(512, 1280), (1280, 384)]",26820,matmul_linear_2340,10.0312856,267263.53713226947
matmul,linear,"[(640, 1280), (1280, 384)]",30660,matmul_linear_2341,11.066839000000002,276943.8785636982
matmul,linear,"[(768, 1280), (1280, 384)]",34500,matmul_linear_2342,12.0108484,287140.32517136756
matmul,linear,"[(896, 1280), (1280, 384)]",38340,matmul_linear_2343,13.1221251,292078.2844457107
matmul,linear,"[(1024, 1280), (1280, 384)]",42180,matmul_linear_2344,14.181571400000001,297328.25255598966
matmul,linear,"[(1152, 1280), (1280, 384)]",46020,matmul_linear_2345,15.312883700000004,300431.24481053813
matmul,linear,"[(1280, 1280), (1280, 384)]",49860,matmul_linear_2346,16.2755626,306248.85702814354
matmul,linear,"[(1408, 1280), (1280, 384)]",53700,matmul_linear_2347,17.443803499999998,307745.7057831453
matmul,linear,"[(1536, 1280), (1280, 384)]",57540,matmul_linear_2348,22.030830200000004,261079.44479459513
matmul,linear,"[(1664, 1280), (1280, 384)]",61380,matmul_linear_2349,23.0430358,266271.1523635267
matmul,linear,"[(1792, 1280), (1280, 384)]",65220,matmul_linear_2350,24.080687499999996,270739.44343366445
matmul,linear,"[(1920, 1280), (1280, 384)]",69060,matmul_linear_2351,24.985615799999998,276299.0311577592
matmul,linear,"[(2048, 1280), (1280, 384)]",72900,matmul_linear_2352,26.0149999,280122.9493762174
matmul,linear,"[(128, 1280), (1280, 512)]",8940,matmul_linear_2353,5.360589500000001,166672.70289023247
matmul,linear,"[(256, 1280), (1280, 512)]",17880,matmul_linear_2354,8.2335713,217059.71537162742
matmul,linear,"[(384, 1280), (1280, 512)]",26820,matmul_linear_2355,9.7735895,274312.998417828
