kernel_name,total_cycles,main_avg,main_min,main_max,main_stddev,fusion_avg,fusion_min,fusion_max,fusion_stddev,copy-start_avg,copy-start_min,copy-start_max,copy-start_stddev,copy-done_avg,copy-done_min,copy-done_max,copy-done_stddev
matmul_448x320x512,9959.0,4.512125,4.377232,5.654285,0.279241,4.332428,4.264196,4.512857,0.093678,0.008571,0.008571,0.008572,0.0,0.119214,0.054375,1.337053,0.279392
matmul_448x384x128,2489.0,2.975433,2.867232,3.512857,0.155418,2.814857,2.695625,3.054286,0.100448,0.008572,0.008571,0.008572,0.0,0.090205,0.054375,0.754196,0.152331
matmul_448x384x192,4979.0,3.465558,3.385714,3.968572,0.148443,3.34108,3.241518,3.578661,0.093817,0.008572,0.008571,0.008572,0.0,0.085955,0.054375,0.674375,0.134994
matmul_448x384x256,4979.0,3.858379,3.77134,4.384286,0.148751,3.699714,3.584286,3.875714,0.087309,0.008572,0.008571,0.008572,0.0,0.088902,0.054375,0.725715,0.146096
matmul_448x384x320,7469.0,4.446705,4.322857,5.281429,0.218954,4.30471,4.197233,4.514285,0.109767,0.008571,0.008571,0.008572,0.0,0.10442,0.054375,1.037143,0.213982
matmul_448x384x384,7469.0,4.650723,4.504375,5.217233,0.1756,4.48871,4.325714,4.747232,0.129161,0.008572,0.008571,0.008572,0.0,0.093795,0.054375,0.827233,0.168263
matmul_448x384x448,9959.0,5.12258,5.001518,6.105714,0.237174,4.959277,4.894196,5.202857,0.088963,0.008571,0.008571,0.008572,0.0,0.098768,0.054375,0.925625,0.189695
matmul_448x384x512,9959.0,5.421071,5.28134,6.317232,0.243781,5.253344,5.155714,5.557143,0.135424,0.008572,0.008571,0.008572,0.0,0.099299,0.054375,0.935803,0.191908
matmul_448x448x128,3319.0,3.300165,3.212857,3.898482,0.150323,3.141491,3.08134,3.294375,0.066404,0.008571,0.008571,0.008572,0.0,0.090192,0.054375,0.751428,0.151699
matmul_448x448x192,6639.0,3.779129,3.694375,4.33,0.146877,3.628518,3.568571,3.790089,0.074465,0.008571,0.008571,0.008572,0.0,0.086777,0.054375,0.687054,0.137714
matmul_448x448x256,6639.0,4.150986,4.024375,4.692857,0.153009,4.01008,3.915804,4.172767,0.092322,0.008571,0.008571,0.008572,0.0,0.087866,0.054375,0.710089,0.142749
matmul_448x448x320,9959.0,4.680438,4.56,5.561518,0.223336,4.521192,4.434286,4.694286,0.103914,0.008571,0.008571,0.008572,0.0,0.092866,0.054375,0.809911,0.164503
matmul_448x448x384,9959.0,4.961446,4.844286,5.802946,0.215066,4.801411,4.745625,5.094375,0.095357,0.008571,0.008571,0.008572,0.0,0.101286,0.054375,0.975714,0.200608
matmul_448x448x448,13279.0,6.345053,6.277143,7.137143,0.191206,6.1815,6.13,6.430089,0.061445,0.008571,0.008571,0.008572,0.0,0.099147,0.054375,0.934285,0.191595
matmul_448x448x512,13279.0,5.790411,5.658572,6.551339,0.202258,5.631228,5.548572,5.854196,0.109375,0.008571,0.008571,0.008572,0.0,0.099165,0.054375,0.938572,0.192574
matmul_448x512x128,3319.0,3.308344,3.241428,3.788571,0.127714,3.15929,3.102857,3.325625,0.068755,0.008571,0.008571,0.008572,0.0,0.083933,0.054375,0.63,0.125278
matmul_448x512x192,6639.0,3.776348,3.7,4.285625,0.137925,3.627009,3.557232,3.811428,0.073098,0.008571,0.008571,0.008572,0.0,0.085451,0.054375,0.664286,0.132795
matmul_448x512x256,6639.0,3.848777,3.732767,4.538661,0.181629,3.693451,3.618661,3.844375,0.08344,0.008571,0.008571,0.008572,0.0,0.088643,0.054375,0.724197,0.145807
matmul_448x512x320,9959.0,4.610786,4.551428,5.287143,0.159154,4.456857,4.424197,4.610089,0.035899,0.008571,0.008571,0.008572,0.0,0.092937,0.054375,0.81,0.164507
matmul_448x512x384,9959.0,4.662991,4.542767,5.568482,0.22425,4.497634,4.417143,4.692857,0.089594,0.008571,0.008571,0.008572,0.0,0.096728,0.054375,0.887142,0.181335
matmul_448x512x448,13279.0,6.369415,6.258661,7.448571,0.25999,6.193437,6.137232,6.42,0.084259,0.008571,0.008571,0.008572,0.0,0.114991,0.054375,1.252768,0.261025
matmul_448x512x512,13279.0,5.541446,5.425714,6.524375,0.244768,5.371781,5.294375,5.565804,0.094431,0.008571,0.008571,0.008572,0.0,0.10346,0.054375,1.014286,0.208958
matmul_512x128x128,893.0,1.926076,1.85866,2.341518,0.122004,1.771911,1.638482,1.938571,0.083529,0.008572,0.008571,0.008572,0.0,0.083062,0.054375,0.611339,0.121196
matmul_512x128x192,1787.0,2.062933,2.004286,2.548571,0.130958,1.906357,1.787143,2.11009,0.07963,0.008571,0.008571,0.008572,0.0,0.086089,0.054375,0.674375,0.134963
matmul_512x128x256,1787.0,2.388576,2.311429,2.928571,0.140771,2.230513,2.131518,2.388661,0.074062,0.008572,0.008571,0.008572,0.0,0.089005,0.054375,0.732768,0.147691
matmul_512x128x320,2681.0,2.588147,2.511428,3.189911,0.161567,2.426344,2.32,2.672857,0.092899,0.008571,0.008571,0.008572,0.0,0.092697,0.054375,0.801428,0.162595
matmul_512x128x384,2681.0,2.933134,2.791517,3.722768,0.197794,2.76829,2.692857,2.891518,0.079874,0.008571,0.008571,0.008572,0.0,0.095897,0.054375,0.874285,0.178576
matmul_512x128x448,3575.0,2.982786,2.891518,3.931339,0.22668,2.804491,2.698571,2.977143,0.069827,0.008571,0.008571,0.008572,0.0,0.110496,0.054375,1.157233,0.240139
matmul_512x128x512,3575.0,3.328978,3.224286,4.288571,0.23594,3.147857,3.042947,3.357143,0.088363,0.008571,0.008571,0.008572,0.0,0.111603,0.054375,1.187143,0.246747
matmul_512x192x128,1787.0,2.359692,2.247232,2.83,0.141675,2.203433,2.00009,2.368572,0.10651,0.008571,0.008571,0.008572,0.0,0.089027,0.054375,0.735625,0.148341
matmul_512x192x192,3575.0,2.687304,2.624285,3.381518,0.170577,2.520705,2.422857,2.727143,0.069433,0.008571,0.008571,0.008572,0.0,0.097049,0.054375,0.888483,0.181568
matmul_512x192x256,3575.0,2.796893,2.695804,3.507053,0.180379,2.63079,2.511429,2.822857,0.086407,0.008572,0.008571,0.008572,0.0,0.098888,0.054375,0.934375,0.191675
matmul_512x192x320,5363.0,2.783991,2.717143,3.4,0.150467,2.62517,2.53,2.811429,0.05974,0.008571,0.008571,0.008572,0.0,0.092147,0.054375,0.797143,0.161738
matmul_512x192x384,5363.0,3.196223,3.108571,4.198571,0.237737,3.020482,2.98134,3.157053,0.065294,0.008571,0.008571,0.008572,0.0,0.106304,0.054375,1.077143,0.222727
matmul_512x192x448,7151.0,3.365223,3.235803,4.185714,0.211807,3.198219,3.118661,3.424286,0.101288,0.008571,0.008571,0.008572,0.0,0.098795,0.054375,0.925714,0.189709
matmul_512x192x512,7151.0,3.553125,3.395714,4.591429,0.26092,3.371357,3.230089,3.572857,0.111635,0.008571,0.008571,0.008572,0.0,0.116969,0.054375,1.295804,0.270444
matmul_512x256x128,1787.0,2.543455,2.502857,3.017143,0.112671,2.391424,2.364286,2.508572,0.031474,0.008572,0.008571,0.008572,0.0,0.082741,0.054375,0.598482,0.118319
matmul_512x256x192,3575.0,2.730554,2.675714,3.575625,0.195667,2.567728,2.55,2.701518,0.041702,0.008571,0.008571,0.008572,0.0,0.094433,0.054375,0.84009,0.171067
matmul_512x256x256,3575.0,3.318554,3.241518,3.914286,0.152703,3.162875,3.12,3.342857,0.067988,0.008572,0.008571,0.008572,0.0,0.089,0.054375,0.734197,0.14802
matmul_512x256x320,5363.0,3.522955,3.451428,4.197232,0.168041,3.364643,3.324286,3.552857,0.061313,0.008571,0.008571,0.008572,0.0,0.093406,0.054375,0.814285,0.165382
matmul_512x256x384,5363.0,4.038714,3.944375,5.01,0.234769,3.878933,3.83,4.047232,0.082567,0.008571,0.008571,0.008572,0.0,0.096955,0.054375,0.894286,0.182921
matmul_512x256x448,7151.0,4.486996,4.378482,5.22,0.18847,4.315727,4.197143,4.500089,0.083879,0.008571,0.008571,0.008572,0.0,0.099513,0.054375,0.944286,0.193805
matmul_512x256x512,7151.0,4.772429,4.66,5.548572,0.202595,4.601165,4.515715,4.8,0.096808,0.008571,0.008571,0.008572,0.0,0.101143,0.054375,0.975715,0.200642
matmul_512x320x128,2681.0,2.790696,2.718482,3.218572,0.119893,2.6425,2.568571,2.797143,0.073507,0.008572,0.008571,0.008572,0.0,0.082036,0.054375,0.595715,0.117848
matmul_512x320x192,5363.0,3.466138,3.342857,4.145715,0.183347,3.306567,3.151339,3.500089,0.109168,0.008572,0.008571,0.008572,0.0,0.098978,0.054375,0.928482,0.190302
matmul_512x320x256,5363.0,3.162933,3.087143,3.765803,0.156232,3.00629,2.940089,3.187232,0.072064,0.008571,0.008571,0.008572,0.0,0.090978,0.054375,0.768571,0.155452
matmul_512x320x320,8045.0,4.257152,4.157232,4.831428,0.161254,4.097428,3.98,4.305714,0.101069,0.008571,0.008571,0.008572,0.0,0.092259,0.054375,0.791429,0.160401
matmul_512x320x384,8045.0,3.905,3.782947,4.771428,0.222472,3.730018,3.631518,3.927232,0.105118,0.008571,0.008571,0.008572,0.0,0.106567,0.054375,1.081339,0.223629
matmul_512x320x448,10727.0,4.427585,4.334286,5.185714,0.19503,4.264491,4.202768,4.479911,0.088209,0.008571,0.008571,0.008572,0.0,0.098719,0.054375,0.925715,0.189727
matmul_512x320x512,10727.0,5.683629,5.577142,6.492857,0.206986,5.515201,5.425714,5.72,0.088303,0.008571,0.008571,0.008572,0.0,0.101951,0.054375,0.992768,0.204368
matmul_512x384x128,2681.0,3.135214,3.075714,3.677054,0.141119,2.983219,2.95,3.211429,0.071906,0.008571,0.008571,0.008572,0.0,0.083076,0.054375,0.611517,0.121234
matmul_512x384x192,5363.0,3.518647,3.43134,3.980089,0.134315,3.367143,3.24,3.561429,0.095262,0.008571,0.008571,0.008572,0.0,0.086129,0.054375,0.671428,0.134278
matmul_512x384x256,5363.0,4.070214,3.954375,4.771428,0.185307,3.904268,3.771429,4.088572,0.098625,0.008571,0.008571,0.008572,0.0,0.099152,0.054375,0.931518,0.190959
matmul_512x384x320,8045.0,4.458942,4.361429,5.078661,0.164703,4.298491,4.181339,4.505804,0.088638,0.008571,0.008571,0.008572,0.0,0.093982,0.054375,0.828482,0.168507
matmul_512x384x384,8045.0,4.913522,4.781428,5.511428,0.171175,4.747857,4.562768,4.967142,0.109941,0.008571,0.008571,0.008572,0.0,0.09554,0.054375,0.857054,0.174704
matmul_512x384x448,10727.0,5.521504,5.378571,6.582857,0.262158,5.357348,5.27134,5.572857,0.110787,0.008572,0.008571,0.008572,0.0,0.099705,0.054375,0.941428,0.193105
matmul_512x384x512,10727.0,5.720348,5.557054,6.625714,0.236786,5.547442,5.394286,5.825625,0.123586,0.008571,0.008571,0.008572,0.0,0.11058,0.054375,1.164375,0.241758
matmul_512x448x128,3575.0,3.290205,3.225803,3.745804,0.122786,3.145362,3.091518,3.300089,0.06561,0.008571,0.008571,0.008572,0.0,0.082232,0.054375,0.597143,0.11813
matmul_512x448x192,7151.0,4.194366,4.098661,4.68,0.142897,4.039228,3.915714,4.247232,0.093777,0.008572,0.008571,0.008572,0.0,0.086946,0.054375,0.691518,0.1387
matmul_512x448x256,7151.0,3.83471,3.714286,4.357233,0.150094,3.678839,3.529911,3.849911,0.098178,0.008572,0.008571,0.008572,0.0,0.089098,0.054375,0.735715,0.148345
matmul_512x448x320,10727.0,5.179206,5.071428,5.987232,0.207464,5.015433,4.895803,5.252946,0.102987,0.008572,0.008571,0.008572,0.0,0.104004,0.054375,1.031428,0.212766
matmul_512x448x384,10727.0,5.704996,5.585804,6.614197,0.225313,5.535353,5.47,5.695714,0.083088,0.008572,0.008571,0.008572,0.0,0.106299,0.054375,1.077233,0.222748
matmul_512x448x448,14303.0,6.781991,6.647143,7.645715,0.224135,6.636219,6.547142,6.822857,0.10575,0.008571,0.008571,0.008572,0.0,0.098004,0.054375,0.911339,0.186593
matmul_512x448x512,14303.0,6.749469,6.595625,7.735804,0.250561,6.583745,6.481428,6.768661,0.106095,0.008571,0.008571,0.008572,0.0,0.102455,0.054375,1.005714,0.207223
matmul_512x512x128,3575.0,3.569603,3.505625,4.257143,0.169225,3.414228,3.362947,3.605715,0.064019,0.008571,0.008571,0.008572,0.0,0.093955,0.054375,0.835714,0.170172
matmul_512x512x192,7151.0,3.963353,3.902857,4.691429,0.171153,3.806437,3.745714,3.965803,0.043782,0.008571,0.008571,0.008572,0.0,0.096491,0.054375,0.88,0.17975
matmul_512x512x256,7151.0,4.509411,4.421339,5.107143,0.160888,4.354353,4.298571,4.518661,0.082603,0.008572,0.008571,0.008572,0.0,0.08958,0.054375,0.742857,0.149873
matmul_512x512x320,10727.0,5.002924,4.917053,5.895715,0.218985,4.831312,4.772946,5.081429,0.077179,0.008571,0.008571,0.008572,0.0,0.105286,0.054375,1.057143,0.218372
matmul_512x512x384,10727.0,5.46071,5.392768,6.41,0.222217,5.299067,5.271429,5.474375,0.059843,0.008571,0.008571,0.008572,0.0,0.095563,0.054375,0.861339,0.175682
matmul_512x512x448,14303.0,6.914277,6.77,7.842857,0.233239,6.73742,6.635715,6.908571,0.096834,0.008571,0.008571,0.008572,0.0,0.109786,0.054375,1.147054,0.237966
matmul_512x512x512,14303.0,8.843567,6.994375,42.518572,7.726401,6.94992,6.868661,7.204286,0.116001,0.008219,0.001518,0.008572,0.001537,0.100143,0.054375,0.952857,0.195627
